1 0 0 0;0 1 0 0;0 0 1 0;0 0 0 1,1 0 0 0;0 1 0 0;0 0 1 0;0 0 0 1,-0.9998477 0.01745243 0 0;-2.123605E-10 -1.216611E-08 -1 -124;-0.01745243 -0.9998477 1.216796E-08 1.508828E-06;0 0 0 1,0.9205049 -0.3907312 0 -484.9261;4.754403E-09 1.120067E-08 -1 -124;0.3907312 0.9205049 1.216796E-08 -8.464427;0 0 0 1,0.9986296 -0.05233599 0 -25.59422;6.368224E-10 1.215129E-08 -1 -124;0.05233599 0.9986296 1.216796E-08 186.5104;0 0 0 1,-0.03485166 0.9980212 -0.05233599 -31.03716;-0.9993908 -0.03489948 -1.667555E-11 -124;-0.001826499 0.05230411 0.9986296 290.3679;0 0 0 1,-0.03485166 0.052336 0.9980212 -31.03716;-0.9993908 -4.079801E-10 -0.03489948 -124;-0.001826499 -0.9986296 0.05230412 290.3679;0 0 0 1
1 0 0 0;0 1 0 0;0 0 1 0;0 0 0 1,1 0 0 0;0 1 0 0;0 0 1 0;0 0 0 1,-0.9998477 0.01745243 0 0;-2.123605E-10 -1.216611E-08 -1 -124;-0.01745243 -0.9998477 1.216796E-08 1.508828E-06;0 0 0 1,0.9205049 -0.3907312 0 -484.9261;4.754403E-09 1.120067E-08 -1 -124;0.3907312 0.9205049 1.216796E-08 -8.464427;0 0 0 1,0.9986296 -0.05233599 0 -25.59422;6.368224E-10 1.215129E-08 -1 -124;0.05233599 0.9986296 1.216796E-08 186.5104;0 0 0 1,-0.03485166 0.9980212 -0.05233599 -31.03716;-0.9993908 -0.03489948 -1.667555E-11 -124;-0.001826499 0.05230411 0.9986296 290.3679;0 0 0 1,-0.03485166 0.052336 0.9980212 -31.03716;-0.9993908 -4.079801E-10 -0.03489948 -124;-0.001826499 -0.9986296 0.05230412 290.3679;0 0 0 1
1 0 0 0;0 1 0 0;0 0 1 0;0 0 0 1,1 0 0 0;0 1 0 0;0 0 1 0;0 0 0 1,-1 2.433593E-08 0 0;-2.961187E-16 -1.216796E-08 -1 -124;-2.433593E-08 -1 1.216796E-08 1.508828E-06;0 0 0 1,0.9205049 -0.3907312 0 -485;4.754403E-09 1.120067E-08 -1 -124;0.3907312 0.9205049 1.216796E-08 -1.02941E-05;0 0 0 1,0.9986296 -0.05233599 0 -25.66808;6.368224E-10 1.215129E-08 -1 -124;0.05233599 0.9986296 1.216796E-08 194.9748;0 0 0 1,-0.03485166 0.9980212 -0.05233599 -31.11103;-0.9993908 -0.03489948 -1.667555E-11 -124;-0.001826499 0.05230411 0.9986296 298.8323;0 0 0 1,-0.03485166 0.052336 0.9980212 -31.11103;-0.9993908 -4.079801E-10 -0.03489948 -124;-0.001826499 -0.9986296 0.05230412 298.8323;0 0 0 1
1 0 0 0;0 1 0 0;0 0 1 0;0 0 0 1,1 0 0 0;0 1 0 0;0 0 1 0;0 0 0 1,-0.9998477 -0.01745238 0 0;2.1236E-10 -1.216611E-08 -1 -124;0.01745238 -0.9998477 1.216796E-08 1.508828E-06;0 0 0 1,0.9205048 -0.3907312 0 -484.9261;4.754403E-09 1.120067E-08 -1 -124;0.3907312 0.9205048 1.216796E-08 8.464407;0 0 0 1,0.9986295 -0.05233601 0 -25.59425;6.368224E-10 1.215129E-08 -1 -124;0.05233601 0.9986295 1.216796E-08 203.4393;0 0 0 1,-0.03485166 0.9980212 -0.05233601 -31.03719;-0.9993908 -0.03489948 -1.667555E-11 -124;-0.0018265 0.05230413 0.9986295 307.2967;0 0 0 1,-0.03485166 0.05233603 0.9980212 -31.03719;-0.9993908 -4.079801E-10 -0.03489948 -124;-0.0018265 -0.9986295 0.05230414 307.2967;0 0 0 1
1 0 0 0;0 1 0 0;0 0 1 0;0 0 0 1,1 0 0 0;0 1 0 0;0 0 1 0;0 0 0 1,-0.9993908 -0.03489947 0 0;4.246556E-10 -1.216055E-08 -1 -124;0.03489947 -0.9993908 1.216796E-08 1.508828E-06;0 0 0 1,0.9205048 -0.3907312 0 -484.7046;4.754403E-09 1.120067E-08 -1 -124;0.3907312 0.9205048 1.216796E-08 16.92625;0 0 0 1,0.9986295 -0.05233599 0 -25.37266;6.368224E-10 1.215129E-08 -1 -124;0.05233599 0.9986295 1.216796E-08 211.9011;0 0 0 1,-0.03485166 0.9980212 -0.05233599 -30.81561;-0.9993908 -0.03489948 -1.667555E-11 -124;-0.001826499 0.0523041 0.9986295 315.7586;0 0 0 1,-0.03485166 0.052336 0.9980212 -30.81561;-0.9993908 -4.079801E-10 -0.03489948 -124;-0.001826499 -0.9986295 0.05230412 315.7586;0 0 0 1
1 0 0 0;0 1 0 0;0 0 1 0;0 0 0 1,1 0 0 0;0 1 0 0;0 0 1 0;0 0 0 1,-0.9986295 -0.05233593 0 0;6.368218E-10 -1.215129E-08 -1 -124;0.05233593 -0.9986295 1.216796E-08 1.508828E-06;0 0 0 1,0.9205048 -0.3907312 0 -484.3353;4.754403E-09 1.120067E-08 -1 -124;0.3907312 0.9205048 1.216796E-08 25.38293;0 0 0 1,0.9986295 -0.05233599 0 -25.0034;6.368223E-10 1.215129E-08 -1 -124;0.05233599 0.9986295 1.216796E-08 220.3578;0 0 0 1,-0.03485166 0.9980212 -0.05233599 -30.44634;-0.9993908 -0.03489948 -1.667644E-11 -124;-0.001826499 0.0523041 0.9986295 324.2152;0 0 0 1,-0.03485166 0.052336 0.9980212 -30.44634;-0.9993908 -4.079792E-10 -0.03489948 -124;-0.001826499 -0.9986295 0.05230412 324.2152;0 0 0 1
1 0 0 0;0 1 0 0;0 0 1 0;0 0 0 1,1 0 0 0;0 1 0 0;0 0 1 0;0 0 0 1,-0.9975641 -0.06975645 0 0;8.48794E-10 -1.213832E-08 -1 -124;0.06975645 -0.9975641 1.216796E-08 1.508828E-06;0 0 0 1,0.9205049 -0.3907312 0 -483.8186;4.754403E-09 1.120067E-08 -1 -124;0.3907312 0.9205049 1.216796E-08 33.83188;0 0 0 1,0.9986296 -0.05233599 0 -24.48667;6.368224E-10 1.215129E-08 -1 -124;0.05233599 0.9986296 1.216796E-08 228.8067;0 0 0 1,-0.03485166 0.9980212 -0.05233599 -29.92962;-0.9993908 -0.03489948 -1.667555E-11 -124;-0.001826499 0.05230411 0.9986296 332.6642;0 0 0 1,-0.03485166 0.052336 0.9980212 -29.92962;-0.9993908 -4.079801E-10 -0.03489948 -124;-0.001826499 -0.9986296 0.05230412 332.6642;0 0 0 1
1 0 0 0;0 1 0 0;0 0 1 0;0 0 0 1,1 0 0 0;0 1 0 0;0 0 1 0;0 0 0 1,-0.9961947 -0.08715571 0 0;1.060508E-09 -1.212166E-08 -1 -124;0.08715571 -0.9961947 1.216796E-08 1.508828E-06;0 0 0 1,0.9205048 -0.3907312 0 -483.1544;4.754403E-09 1.120067E-08 -1 -124;0.3907312 0.9205048 1.216796E-08 42.27052;0 0 0 1,0.9986295 -0.05233601 0 -23.82256;6.368227E-10 1.215129E-08 -1 -124;0.05233601 0.9986295 1.216796E-08 237.2454;0 0 0 1,-0.03485166 0.9980212 -0.05233601 -29.2655;-0.9993908 -0.03489948 -1.667644E-11 -124;-0.0018265 0.05230413 0.9986295 341.1028;0 0 0 1,-0.03485166 0.05233603 0.9980212 -29.2655;-0.9993908 -4.079792E-10 -0.03489948 -124;-0.0018265 -0.9986295 0.05230414 341.1028;0 0 0 1
1 0 0 0;0 1 0 0;0 0 1 0;0 0 0 1,1 0 0 0;0 1 0 0;0 0 1 0;0 0 0 1,-0.9945219 -0.1045284 0 0;1.271898E-09 -1.210131E-08 -1 -124;0.1045284 -0.9945219 1.216796E-08 1.508828E-06;0 0 0 1,0.9205049 -0.3907312 0 -482.3431;4.754403E-09 1.120067E-08 -1 -124;0.3907312 0.9205049 1.216796E-08 50.69629;0 0 0 1,0.9986296 -0.05233599 0 -23.01119;6.368224E-10 1.215129E-08 -1 -124;0.05233599 0.9986296 1.216796E-08 245.6712;0 0 0 1,-0.03485166 0.9980212 -0.05233599 -28.45414;-0.9993908 -0.03489948 -1.667555E-11 -124;-0.001826499 0.05230411 0.9986296 349.5286;0 0 0 1,-0.03485166 0.052336 0.9980212 -28.45414;-0.9993908 -4.079801E-10 -0.03489948 -124;-0.001826499 -0.9986296 0.05230412 349.5286;0 0 0 1
1 0 0 0;0 1 0 0;0 0 1 0;0 0 0 1,1 0 0 0;0 1 0 0;0 0 1 0;0 0 0 1,-0.9925461 -0.1218693 0 0;1.482902E-09 -1.207727E-08 -1 -124;0.1218693 -0.9925461 1.216796E-08 1.508828E-06;0 0 0 1,0.9205048 -0.3907312 0 -481.3849;4.754403E-09 1.120067E-08 -1 -124;0.3907312 0.9205048 1.216796E-08 59.10662;0 0 0 1,0.9986295 -0.05233599 0 -22.05297;6.368223E-10 1.215129E-08 -1 -124;0.05233599 0.9986295 1.216796E-08 254.0815;0 0 0 1,-0.03485166 0.9980212 -0.05233599 -27.49591;-0.9993908 -0.03489948 -1.667644E-11 -124;-0.001826499 0.0523041 0.9986295 357.9389;0 0 0 1,-0.03485166 0.052336 0.9980212 -27.49591;-0.9993908 -4.079792E-10 -0.03489948 -124;-0.001826499 -0.9986295 0.05230412 357.9389;0 0 0 1
